,uid,title,synopsis,members,popularity,ranked,score
5502,607,Otogi Juushi Akazukin,"Long, long ago, there existed a world of magic and science. God, afraid of man's potential, split the world in to the world of science, Elde, and the world of magic, Fandavale. One day in Fandavale, a terrible witch named Cendrillon (Cinderella) revives. Cendrillon plots to rule both worlds, and searches for the ""key"" which holds tremendous power. 
 
A young boy from Elde by the name of Sōta meets a mysterious girl from Fandavale, Akazukin, and her talking wolf companion, Val. Sōta learns that he is the key Cendrillon is searching for. Now it is up to Akazukin, Val, and the other Fairy Musketeers to protect Sōta from Cendrillon and her Nightmarelians who wish to obtain the power he mysteriously possesses.",5444,5547,3651.0,7.04
5503,6324,Omamori Himari,"After the death of his parents, Yuuto Amakawa lives a pretty ordinary life in the city. The only problem he has to worry about while attending school alongside Rinko, his next-door neighbor, is his cat allergies. That all changes on his sixteenth birthday, when an Ayakashi—a supernatural creature—attacks him for the sins of his ancestors. Luckily, he is saved by Himari, a mysterious cat-woman with a sword, who explains that Yuuto is the scion of a family of demon-slayers, and she is there to protect him now that the charm that kept him hidden from the supernatural forces of the world has lost its power. 
 
 Omamori Himari  chronicles Yuuto's dealings with the various forces of the supernatural world, as well as the growing number of women that show up on his doorstep, each with their own dark desires. Will Yuuto be able to adjust to his new ""exciting"" environment? Or will the ghost of his (ancestor's) past catch up with him?",177589,610,3649.0,7.04
5504,39539,No Guns Life,"The technology to create powerful cyborg soldiers has been released for public use by the Berühren Corporation. Those outfitted with robotic parts are known as the Extended. Juuzou Inui, one such Extended, was created as a soldier and has no memories of his former life. But now, after the war, he runs a business that takes care of Extended-related incidents around the city.  
 
Rumors of a renegade Extended that kidnapped a child reach his ears; lo and behold, as Juuzo returns to his office,  a giant robotic man with a boy on his back crashes in, asking for help. While Juuzou could just turn the guy in and be done with it, something about this situation is too fishy to ignore. It seems that everyone wants hold of this kid and, whether he likes it or not, Juuzou must find out why this Extended is on the run, how it connects to the Berühren Corporation, and just how far the treachery runs in this city. 
 
[Written by MAL Rewrite]",90286,1201,3648.0,7.04
5505,2573,Minami no Niji no Lucy,"Lucy's family moves from England to Australia planning to run a big farm. Starting a new life proves to be full of frustrations. Their agonizing days of despair continue until they finally obtain their farmland. However, Lucy and her sisters enjoy a range of new experiences such as discovering exotic animals and meeting with aborigines and other new people. 
 
(Source: AnimeNfo)",1349,8875,3646.0,7.04
5506,1869,Nana Recaps,"Nana Episode 11.5: Junko's Room  
Nana Episode 21.5: Junko's Room 2  
Nana Episode 36.5: Junko's Room 3 ",14282,3745,3647.0,7.04
5507,34825,Keppeki Danshi! Aoyama-kun,"He is charming, cool, athletic, a good cook, but more importantly, he's a clean freak. Aoyama is idolized and respected by everyone, but they can only admire him from afar due to his mysophobia. Despite that, he plays soccer—a rather dirty sport! 
 
As the playmaker for Fujimi High School's soccer club, Aoyama avoids physical contact at all cost and cleanly dribbles toward victory. However, the path to Nationals will not be easy for Fujimi's underdog team. But alongside striker Kaoru Zaizen, Aoyama will show everyone that even as a clean freak, there are things he's willing to get dirty for. 
 
[Written by MAL Rewrite]",79149,1372,3644.0,7.04
5508,1659,Mai-Otome Specials,Specials that followed on the Mai-Otome DVD.,5330,5603,3645.0,7.04
5509,4082,Kaibutsu Oujo: Konsui Oujo,Episode 26 included in the ninth DVD volume of  Kaibutsu Oujo .,9427,4446,3643.0,7.04
5510,2389,Kagaku Ninja-tai Gatchaman,"Due to dangers of decreasing resources and growing pollution, the International Scientific Organization (ISO) is established to improve environmental conditions throughout the world. But an international criminal group, Gallactor, tries to achieve world domination by taking control of the ISO. Gallactor was created by a mysterious being from outer space known as Generalissimo X, who gives orders through its chief commander on Earth, the masked Berg Katse. To fight Gallactor and its robot monsters, the ISO's Dr. Nambu enlists five brave youths into a combat squad called Gatchaman,the Science Commandos. Special scientific powers and dramatic birdlike costumes make the Gatchaman Squad a match for Gallactor, wherever on Earth it may strike. Ken (the Eagle) is the wise leader, assisted by sometimes-foolhardy Joe (the Condor), pretty Jun (the Swan), eager little Jinpei (the Swallow), and strong Ryu (the Horned Owl). Each has individual scientific weapons, but their main power lies in their aircraft, the Phoenix, which can transform itself into a fiery arrow capable of piercing the most massive threats. GATCHAMAN is a series of dynamic action and tension as Ken, Joe, Jun, Jinpei, and Ryu hold themselves in constant readiness to meet each new threat by Gallactor to conquer the world. 
 
(Source: Official Site) 
 
 About Battle of the Planets (U.S.)",7096,4988,3642.0,7.04
5511,37426,Sarazanmai,"After the noble Kappa Kingdom falls to the Otter Empire, the Kappa prince Keppi loses much of his power and becomes helpless against the unseen Kapa-zombies. These zombies plague the world, and are the creations of the Otters and manifestations of people's deepest desires. With no other choice, Keppi must rely on three young boys: Kazuki Yasaka, who must carry a box with him wherever he goes; Enta Jinnai, Kazuki's childhood friend; and Tooi Kuji, a delinquent and a school truant. 
 
By having the mythical organ called a shirikodama removed from them, the boys are able to become Kappa themselves and fight the Kapa-zombies. However, to defeat them, the boys must connect with each other via their minds, bodies, and—most importantly—secrets. As the Kappa Kingdom relies on these boys, they must reveal themselves as they have never done before, all the while learning that connections are fragile and truly precious things. 
 
[Written by MAL Rewrite] 
",68173,1547,1256.0,7.66
5512,32542,Sakamoto Desu ga?,"Sophisticated, suave, sublime; all words which describe the exceedingly handsome and patently perfect Sakamoto. Though it is only his first day in high school, his attractiveness, intelligence, and charm already has the girls swooning and the guys fuming with jealousy. No one seems able to derail him, as all attempts at tripping him up are quickly foiled. His sangfroid is indomitable, his wits peerless. Will any of Sakamoto's classmates, or even teachers, be able to reach his level of excellence? Probably not, but they just might learn a thing or two trying... 
 
[Written by MAL Rewrite]",400388,215,1255.0,7.66
5513,38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,"During the  Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow  OVA pre-screening event, it was announced that Re:Zero franchise will get another OVA. It will adapt the prequel novel ""Hyouketsu no Kizuna"" which was included in first Blu-ray and DVD volume of the TV series. The episode will revolve around Emilia and her meeting with Pack during the journey to Roswaal Mansion to be a candidate for the royal election. 
 
(Source: MAL News)",55341,1771,1254.0,7.65
5514,708,Patapata Hikousen no Bouken,"Jane's mother dies when she is born, and her father, a rich English aristocrat, soon remarries to a woman with a son, William, who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it, and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air, Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery...  
 
(Source: ANN)",4883,5802,1253.0,7.66
