show_id,title,recommended_animes
a-s109,Who Wrote the New Testament?,"['Nanatsu-iro★Drops', 'Detective Conan Movie 08: Magician of the Silver Sky', 'Tokimeki Tonight', 'Doraemon Movie 03: Nobita no Daimakyou', 'Gravitation']"
a-s110,Who Put The Klan Into Ku Klux Klan,"['Ojamajo Doremi Sharp Movie', 'Deltora Quest', 'Shinreigari', 'Code Geass: Hangyaku no Lelouch Recaps', 'Fullmetal Alchemist: Premium Collection']"
a-s111,Who Killed Doc Robin,"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Hunter x Hunter: Yorkshin City Kanketsu-hen', 'Ouran Koukou Host Club', 'Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone', 'Doubutsu no Mori']"
a-s112,Whitney Cummings: Money Shot,"['Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Lodoss-tou Senki', 'Pumpkin Scissors', 'Jigoku Shoujo Mitsuganae', 'Shinreigari']"
a-s113,Whitechapel,"['Fuujin Monogatari', 'Kochira Katsushikaku Kameari Kouenmae Hashutsujo', 'Hunter x Hunter: Yorkshin City Kanketsu-hen', 'Yu☆Gi☆Oh! Duel Monsters', 'Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu']"
a-s114,White Tiger,"['Bosco Daibouken', ""Mahou Shoujo Lyrical Nanoha A's"", 'Uchuu no Kishi Tekkaman Blade', 'Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin', 'Bokura no']"
a-s115,White Savior: Racism In The American Church,"['Taiho Shichau zo Special', 'Shinreigari', 'Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu', 'Lupin III: Lupin Ansatsu Shirei', 'Basilisk: Kouga Ninpou Chou']"
a-s116,White Dragon,"['Suzuka', 'Ultra Maniac', 'Bleach: The Sealed Sword Frenzy', 'Lupin III: Part II', 'Strike Witches']"
a-s117,Whistle Stop,"['Akazukin Chacha OVA', 'Fushigi Yuugi', 'Bubblegum Crisis', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Kiba']"
a-s118,Where Love Found Me,"['Doraemon Movie 23: Nobita to Robot Kingdom', 'Lodoss-tou Senki', 'Musekinin Kanchou Tylor', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Aria The Animation']"
a-s119,Where is Chicky? - Chapter Two,"['Gakuen Alice', 'Pokemon Movie 08: Mew to Hadou no Yuusha Lucario', 'Turn A Gundam', 'Mai-Otome', 'Soul Eater']"
a-s120,Where is Chicky? - Chapter Three,"['Soul Eater', 'Turn A Gundam', 'Gakuen Alice', 'Hajime no Ippo: Champion Road', 'Pokemon Movie 08: Mew to Hadou no Yuusha Lucario']"
a-s121,Where is Chicky? - Chapter One,"['Soul Eater', 'Turn A Gundam', 'Pokemon Movie 08: Mew to Hadou no Yuusha Lucario', 'Gakuen Alice', 'Macross']"
a-s122,Where is Chicky? - Chapter Four,"['Doraemon Movie 02: Nobita no Uchuu Kaitakushi', 'Future GPX Cyber Formula Zero', 'Turn A Gundam', 'Soul Eater', 'Mai-Otome']"
a-s123,Where Hands Touch,"['Mokke', 'Mujin Wakusei Survive', 'Kaze no Youjinbou', 'Minami-ke', 'Shin Getter Robo tai Neo Getter Robo']"
a-s124,When the Lights Go On Again,"['Lodoss-tou Senki', 'Jigoku Shoujo Mitsuganae', 'School Rumble: Ichi Gakki Hoshuu', 'Kure-nai', 'Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks']"
a-s125,When in your reflection,"['Mnemosyne: Mnemosyne no Musume-tachi', 'Pokemon Advanced Generation', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Iblard Jikan', 'Urusei Yatsura']"
a-s126,When Did You Last See Your Father?,"['Tenchi Muyou! Manatsu no Eve', 'Kimi ga Nozomu Eien', 'Irregular Hunter X: The Day of Sigma', 'Initial D Extra Stage', 'Mushrambo']"
a-s127,When a Woman Loves A Man,"['Hanbun no Tsuki ga Noboru Sora', 'School Rumble: Ichi Gakki Hoshuu', 'HeatGuy J Special', 'Doraemon Movie 05: Nobita no Makai Daibouken', 'Heppoko Jikken Animation Excel♥Saga']"
a-s128,WHATEVER FATHER,"['Kure-nai', 'Sentou Mecha Xabungle', 'Shin Captain Tsubasa', 'Slam Dunk (Movie)', 'MÄR']"
a-s129,What's Up In Space: The Solar System For Kids,"['Busou Renkin', ""Wolf's Rain OVA"", 'Gakuen Alice', 'Kimagure Orange☆Road: Ano Hi ni Kaeritai', 'Eikoku Koi Monogatari Emma: Molders-hen']"
a-s130,What's My Line?,"['Utawarerumono Specials', 'Chicchana Yukitsukai Sugar Specials', 'Kiba', 'Ochame na Futago: Claire Gakuin Monogatari', 'Onmyou Taisenki']"
a-s131,What Went Wrong: Countdown to Catastrophe,"['Flanders no Inu (Movie)', 'Taiho Shichau zo The Movie', 'Arabian Nights: Sindbad no Bouken (TV)', 'Seikai no Senki III', 'Densetsu no Yuusha Da Garn']"
a-s132,What The Constitution Means To Me,"['The Third: Aoi Hitomi no Shoujo', 'Doraemon Movie 06: Nobita no Little Star Wars', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Hachimitsu to Clover Specials', 'Shigofumi']"
a-s133,What Price Crime,"['Hunter x Hunter: Greed Island', 'Galaxy Angel Z', 'Devilman: Tanjou-hen', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials', 'Chicchana Yukitsukai Sugar Specials']"
a-s134,What Comes Around,"['Bishoujo Senshi Sailor Moon S', 'Tenkuu no Shiro Laputa', 'Blue Gender', 'Shakugan no Shana II (Second) Specials', 'Mononoke']"
a-s135,WGC-Dell Technologies Match Play Reveal Show,"['Madlax', 'Chobits: Chibits', 'Kiddy Grade', 'Simoun', 'Paniponi Dash!']"
a-s136,Western Gold,"['Kiniro no Corda: Primo Passo', 'Lodoss-tou Senki', 'Onmyou Taisenki', 'Hunter x Hunter: Greed Island', 'Ryuusei no Rockman']"
a-s137,West of Nevada,"['Shakugan no Shana II (Second) Specials', 'Dirty Pair: Lovely Angels yori Ai wo Komete', 'MÄR', 'School Rumble Ni Gakki', 'Code Geass: Hangyaku no Lelouch R2']"
a-s138,Wendy,"['Digimon Adventure: Bokura no War Game!', 'Ihatov Gensou: Kenji no Haru', 'Ginga Hyouryuu Vifam', 'Gunnm', 'Chibi Maruko-chan']"
a-s139,WellieWishers,"['Stratos 4 Advance Kanketsu-hen', 'Hellsing Ultimate', 'Kaze no Youjinbou', 'Tales of Symphonia The Animation: Sylvarant-hen', 'Hunter x Hunter']"
a-s140,Welcome to the Space Show (English Dub),"['Junjou Romantica', 'Bokura no', 'Muumindani no Suisei', 'Busou Renkin', ""Wolf's Rain OVA""]"
a-s141,Welcome to the Ballroom,"['Pokemon', 'Shigofumi', 'Fullmetal Alchemist', 'Love Hina Christmas Special: Silent Eve', 'Otogizoushi']"
a-s142,Welcome To Kutsher's: The Last Catskills Resort,"['Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen', 'Mahou Shoujo Lyrical Nanoha StrikerS', 'Urayasu Tekkin Kazoku', 'Aishiteruze Baby★★', 'Maria-sama ga Miteru: Haru']"
a-s143,Wedding Cha Shinema,"['Strike Witches', 'Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi', 'Seikai no Senki', 'Doraemon Movie 10: Nobita no Nippon Tanjou', 'Doraemon Movie 13: Nobita to Kumo no Oukoku']"
a-s144,We'll Take Manhattan,"['Jigoku Shoujo Mitsuganae', 'Mnemosyne: Mnemosyne no Musume-tachi', 'Pokemon Advanced Generation', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Hime-chan no Ribbon']"
a-s145,We Need to Talk About Kevin,"['Suzumiya Haruhi no Yuuutsu', 'Shoujo Kakumei Utena', 'Starship Operators', 'One Piece: Mamore! Saigo no Dai Butai', 'Urayasu Tekkin Kazoku']"
a-s146,Wayne (4K UHD),"['Saint Seiya: Tenkai-hen Josou - Overture', 'Mobile Suit Gundam 0083: Stardust Memory', 'Gaiking: Legend of Daiku-Maryu', 'City Hunter: Bay City Wars', 'After War Gundam X']"
a-s147,Watermelon Man,"['Ikoku Irokoi Romantan', 'Shinreigari', 'Space Adventure Cobra', 'Vandread: The Second Stage', 'Mokke']"
a-s148,Waterfalls for Sleep 8 Hours,"['Koukou Tekken-den Tough', 'Kiba', 'Doraemon (1979)', 'Hidamari Sketch', 'Porphy no Nagai Tabi']"
a-s149,WATER (short),"['Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi', 'Tekkon Kinkreet', 'Captain Future', 'Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!', 'Konjiki no Gash Bell!!']"
a-s150,Watch the Game Like Never Before with X-Ray,"['Kamen no Maid Guy', 'Doraemon Movie 01: Nobita no Kyouryuu', 'Clannad', 'Azumanga Daioh: Gekijou Tanpen', 'Detective Conan Movie 02: The Fourteenth Target']"
a-s151,Wash Your Hands & More Classic Kids Songs - KiiYii,"['Masuda Kousuke Gekijou Gag Manga Biyori', 'Pokemon Movie 03: Kesshoutou no Teiou Entei', 'Detective Conan OVA 03: Conan and Heiji and the Vanished Boy', 'Initial D First Stage', 'Stranger: Mukou Hadan']"
a-s152,War of Likes,"['Stop!! Hibari-kun!', 'Kyouran Kazoku Nikki', 'Hachimitsu to Clover Specials', 'Paprika', 'Kyuuketsuhime Miyu']"
a-s153,War Comes to America,"['Densetsu Kyojin Ideon: Hatsudou-hen', 'Code Geass: Hangyaku no Lelouch Recaps', 'Uchuu no Kishi Tekkaman Blade', 'Keroro Gunsou Movie 1', 'Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal']"
a-s154,War (Telugu),"['Fullmetal Alchemist: Reflections', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials', 'Ginga Eiyuu Densetsu', 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Keroro Gunsou Movie 1']"
a-s155,War (Tamil),"['Fullmetal Alchemist: Reflections', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials', 'Ginga Eiyuu Densetsu', 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Keroro Gunsou Movie 1']"
a-s156,Walter Williams: Suffer No Fools,"['Glass no Kamen (2005)', 'Lodoss-tou Senki', 'Doraemon Movie 14: Nobita to Buriki no Labyrinth', 'Densetsu Kyojin Ideon', 'Shinreigari']"
a-s157,Walter,"['Doraemon: 2112-nen Doraemon Tanjou', 'Kamichu!', 'Lodoss-tou Senki: Eiyuu Kishi Den', 'Ojamajo Doremi', 'Lupin III: Lupin Ansatsu Shirei']"
a-s158,Wallace & Gromit's Cracking Contraptions,"['One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou', 'Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi', 'On Your Mark', 'Katekyo Hitman Reborn!', 'Shin Hakkenden']"
a-s159,Wallace & Gromit: The Complete Collection,"['One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou', 'Cardcaptor Sakura', 'Deltora Quest', 'Katekyo Hitman Reborn!', 'Cyber City Oedo 808']"
a-s160,Wallaby Jim of the Islands,"['Dirty Pair: Lovely Angels yori Ai wo Komete', 'Yawara! Special: Zutto Kimi no Koto ga... .', 'Cosmic Baton Girl Comet-san☆', 'Tactics', 'Aa! Megami-sama!: Tatakau Tsubasa']"
a-s161,Wall Street Cowboy,"['Cardcaptor Sakura', 'Shin Chou Kyou Ryo: Condor Hero', 'City Hunter: Ai to Shukumei no Magnum', 'Gaiking: Legend of Daiku-Maryu', 'Detective Conan Movie 10: Requiem of the Detectives']"
a-s162,Walkaway Joe,"['JoJo no Kimyou na Bouken: Adventure', 'Zoids Shinseiki/Zero', 'Giant Gorg', 'Aria The Animation', 'Irregular Hunter X: The Day of Sigma']"
a-s163,Wake In Fright,"['Wangan Midnight', 'Yomigaeru Sora: Rescue Wings', 'Densetsu no Yuusha Da Garn', 'Karas', 'Spiral: Suiri no Kizuna']"
a-s164,Wakaalat From Home,"['JoJo no Kimyou na Bouken: Adventure', 'One Piece: Straw Hat Theater', 'Negima!? Natsu Special!?', 'Hunter x Hunter', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen']"
a-s165,Waiting on Mary,"['Space Adventure Cobra', 'Hatenkou Yuugi', 'Tenchi Muyou! Ryououki 3rd Season', 'Lodoss-tou Senki', 'Nana']"
a-s166,Waiting for You,"['Kanojo to Kanojo no Neko', 'Kimi ga Nozomu Eien', 'HeatGuy J Special', 'El Hazard: The Wanderers', 'Fushigi Yuugi']"
a-s167,Waiting for Lightning,"['Photon', 'Shin Captain Tsubasa', 'Shigofumi', 'Fullmetal Alchemist', 'Shugo Chara!']"
a-s168,Waiting for Anya,"['Ginga Tetsudou no Yoru', 'Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi', 'Seikai no Danshou: Tanjou', 'Lodoss-tou Senki', 'Tottoko Hamtarou']"
a-s169,Wait For Your Laugh,"['Bleach: Memories in the Rain', 'Sei Juushi Bismarck', 'Uchuu Kaizoku Captain Herlock', 'Hidamari Sketch x 365', 'Tenchi Muyou! Ryououki 3rd Season']"
a-s170,Wahlburgers,"['Stratos 4 Advance Kanketsu-hen', 'Ace wo Nerae!', 'Mahoujin Guruguru', 'Tenchi Muyou! GXP', 'Bishoujo Senshi Sailor Moon S']"
a-s171,Waco: Madman or Messiah,"['Bleach', 'Mobile Fighter G Gundam', 'Yu☆Gi☆Oh! (Movie)', 'Ryuusei no Rockman', 'Kimi ga Aruji de Shitsuji ga Ore de']"
a-s172,Voyage of the Continents,"['KimiKiss Pure Rouge', 'Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal', 'Ojamajo Doremi Sharp Movie', 'Arabian Nights: Sindbad no Bouken (TV)', 'Doraemon Movie 03: Nobita no Daimakyou']"
a-s173,Voyage Into Space,"['Full Moon wo Sagashite', 'Kyattou Ninden Teyandee', 'Koukaku Kidoutai 2: Innocence', 'One Piece Movie 1', 'Shin Shirayuki-hime Densetsu Prétear']"
a-s174,Vows of Deception,"['Kenran Butou Sai: The Mars Daybreak', 'Kimi ga Nozomu Eien', 'Matantei Loki Ragnarok', 'Blue Gender', 'HeatGuy J Special']"
a-s175,Volcano: Fire on the Mountain,"['Yuusha-Ou GaoGaiGar', 'Saber Marionette J', 'Bokura no', 'Detective Conan Movie 02: The Fourteenth Target', '11-nin Iru!']"
a-s176,Voice From the Stone,"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ganbarist! Shun', 'Lupin III: Nusumareta Lupin', 'Seikai no Monshou', 'Doraemon Movie 06: Nobita no Little Star Wars']"
a-s177,Vocabulary and Numbers with Harry the Bunny and Friends,"['Doraemon Movie 02: Nobita no Uchuu Kaitakushi', 'Mai-Otome', 'Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi', 'Fushigi no Umi no Nadia', 'Digimon Tamers: Boukensha-tachi no Tatakai']"
a-s178,VocabuLarry,"['Code Geass: Hangyaku no Lelouch Picture Drama', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen', 'Stratos 4 Advance Kanketsu-hen', 'Mermaid Melody Pichi Pichi Pitch', 'Seikai no Monshou']"
a-s179,Viswasam,"['JoJo no Kimyou na Bouken: Adventure', 'Dirty Pair', 'Ginga Tetsudou 999 (Movie)', 'Kazemakase Tsukikage Ran', 'Hungry Heart: Wild Striker']"
a-s180,Visit to a Chief's Son,"['Vandread: The Second Stage', 'Kaze no Youjinbou', 'Ueki no Housoku', 'Mobile Suit Gundam I', 'Doraemon Movie 17: Nobita to Ginga Express']"
a-s181,Virus,"['Hokuto no Ken', 'Neko no Ongaeshi', 'Doraemon Movie 17: Nobita to Ginga Express', 'One Piece Movie 1', 'Jungle Taitei Movie (1997)']"
a-s182,Virginia,"['Elf wo Karu Mono-tachi', 'JoJo no Kimyou na Bouken: Adventure', 'Mobile Suit Gundam', 'Kimi ga Nozomu Eien', 'Fushigi Yuugi']"
a-s183,Violets Are Blue,"['School Rumble: Ichi Gakki Hoshuu', 'Sakigake!! Cromartie Koukou', 'Heppoko Jikken Animation Excel♥Saga', 'Kyuuketsuhime Miyu', 'Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi']"
a-s184,VINLAND SAGA,"['UFO Princess Valkyrie 3: Seiresetsu no Hanayome', 'Black Jack', 'Love Hina', 'Slayers', 'Doraemon Movie 19: Nobita no Nankai Daibouken']"
a-s185,Vinci Da,"['Hatenkou Yuugi', 'JoJo no Kimyou na Bouken: Adventure', 'Lodoss-tou Senki: Eiyuu Kishi Den', 'Ikoku Irokoi Romantan', 'Kirarin☆Revolution']"
a-s186,Vikings,"['Love Hina', 'Baccano!', 'Ashita no Joe', 'Tennis no Ouji-sama: Sonzoku Yama no Hi', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials']"
a-s187,Vietnam: Secret Negotiations that Ended the War,"['Ryuusei no Rockman', 'Minky Momo in Yume ni Kakeru Hashi', 'Serial Experiments Lain', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Kanon']"
a-s188,Victorian Farm: Christmas Special,"['Kimagure Orange☆Road', 'Glass no Kamen (2005)', 'Robot Carnival', 'Code Geass: Hangyaku no Lelouch Recaps', 'Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai']"
a-s189,Victorian Farm,"['Tenchi Muyou! Ryououki 3rd Season', 'Ojamajo Doremi Sharp Movie', 'Galaxy Angel 4', 'Deltora Quest', 'Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen']"
a-s190,Vicky Velingkar,"['Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Suzuka', 'Sentou Mecha Xabungle', 'Planetes', 'Shakugan no Shana II (Second) Specials']"
a-s191,Vets in Action,"['Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""', 'Ouran Koukou Host Club', 'RahXephon: Tagen Hensoukyoku', 'Seikai no Danshou: Tanjou', 'Shijou Saikyou no Deshi Kenichi']"
a-s192,Very Superstitious with George Lopez,"['Pokemon Movie 03: Kesshoutou no Teiou Entei', 'Eikoku Koi Monogatari Emma: Molders-hen', 'HeatGuy J Special', 'Ginga Tetsudou 999', 'Kino no Tabi: The Beautiful World - Byouki no Kuni - For You']"
a-s193,Venky Mama,"['Mugen no Ryvius', 'Ueki no Housoku', 'Fullmetal Alchemist: Reflections', 'Ike! Ina-chuu Takkyuubu', 'Kara no Kyoukai 2: Satsujin Kousatsu (Zen)']"
a-s194,Vellai Pookal,"['Virtua Fighter', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials', 'Gravitation', 'Ueki no Housoku', 'Bakumatsu Kikansetsu Irohanihoheto']"
a-s195,Vella Raja (Tamil),"['Hokuto no Ken 2', 'Soukyuu no Fafner: Dead Aggressor', 'Kidou Keisatsu Patlabor 2 the Movie', 'Galaxy Angel 4', 'Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai']"
a-s196,Vella Raja (Hindi),"['Hokuto no Ken 2', 'Soukyuu no Fafner: Dead Aggressor', 'Kidou Keisatsu Patlabor 2 the Movie', 'Galaxy Angel 4', 'Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai']"
a-s197,Vehicle Songs by Little Baby Bum,"['Piano no Mori', 'Koukou Tekken-den Tough', 'Detective Conan OVA 03: Conan and Heiji and the Vanished Boy', 'Kimagure Orange☆Road OVA', 'Chicchana Yukitsukai Sugar']"
a-s198,Vatican Miracle Examiner,"['Sweat Punch', 'Lodoss-tou Senki: Eiyuu Kishi Den', 'Eikoku Koi Monogatari Emma: Molders-hen', 'Kanojo to Kanojo no Neko', 'Mashin Eiyuuden Wataru']"
a-s199,Vanity Fair,"['Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou', 'Elf wo Karu Mono-tachi', 'Detective Conan Movie 05: Countdown to Heaven', 'Nanatsu no Umi no Tico', 'Spiral: Suiri no Kizuna']"
a-s200,Valley Uprising,"['Onmyou Taisenki', 'Touhai Densetsu Akagi: Yami ni Maiorita Tensai', 'Pokemon Movie 03: Kesshoutou no Teiou Entei', 'Lodoss-tou Senki', 'Witch Hunter Robin']"
a-s201,Valentine Road,"['Irregular Hunter X: The Day of Sigma', 'Wangan Midnight', 'Densetsu no Yuusha Da Garn', ""Doraemon: Nobita's the Night Before a Wedding"", 'Piano no Mori']"
a-s202,Valentine DayZ,"['Witchblade', 'High School! Kimengumi', 'Space Cobra', 'Honoo no Toukyuuji: Dodge Danpei', 'Dirty Pair']"
a-s203,V1 Murder Case (Telugu),"['Akazukin Chacha OVA', 'Fushigi Yuugi', 'Ganbarist! Shun', 'Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!', 'Blue Gender']"
a-s204,V (Tamil),"['Lodoss-tou Senki', 'Hachimitsu to Clover', 'D.Gray-man', 'Lupin III: Episode 0 ""First Contact""', 'Fushigi Yuugi']"
a-s205,V (Malayalam),"['Lodoss-tou Senki', 'Hachimitsu to Clover', 'D.Gray-man', 'Fushigi Yuugi', 'Lupin III: Episode 0 ""First Contact""']"
a-s206,V (Kannada),"['Lodoss-tou Senki', 'Hachimitsu to Clover', 'D.Gray-man', 'Lupin III: Episode 0 ""First Contact""', 'Fushigi Yuugi']"
a-s207,Utopia,"['Kidou Keisatsu Patlabor 2 the Movie', 'Doraemon Movie 07: Nobita to Tetsujin Heidan', 'Spiral: Suiri no Kizuna', 'Seikai no Senki', 'Hokuto no Ken 2']"
a-s208,Useless,"['Aria The Animation', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Nodame Cantabile: Nodame to Chiaki no Umi Monogatari', 'The Third: Aoi Hitomi no Shoujo', 'Gegege no Kitarou (2007)']"
a-s209,USAISAMONSTER,"['Ichigo Mashimaro', 'Bakuten Shoot Beyblade G Revolution', 'Cowboy Bebop', 'Mobile Suit Gundam 00', 'Minami-ke Okawari']"
a-s210,Us the Duo: Christmas Live in LA  (4K UHD),"['Tekkon Kinkreet', 'Higurashi no Naku Koro ni', 'Texhnolyze', ""Le Chevalier D'Eon"", 'Aa! Megami-sama! (TV) Specials']"
a-s211,Us the Duo: Christmas Live in LA,"['Tekkon Kinkreet', 'Higurashi no Naku Koro ni', 'Texhnolyze', ""Le Chevalier D'Eon"", 'Aa! Megami-sama! (TV) Specials']"
a-s212,UQ Holder!,"['Yomigaeru Sora: Rescue Wings', 'Bubblegum Crisis Tokyo 2040', 'Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!', 'Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou', 'Kemonozume']"
a-s213,Upload,"['Code Geass: Hangyaku no Lelouch Recaps', 'Fuyu no Semi', 'Robot Carnival', 'Kimagure Orange☆Road', 'Tenchi Muyou! Ryououki']"
a-s214,Up in Arms,"['Gungrave', 'Juubee Ninpuuchou', 'Yawara!', 'Versailles no Bara', 'Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey']"
a-s215,Unity: The Latin Tribute to Michael Jackson,"['Mokke', 'Magic Knight Rayearth', 'Cowboy Bebop', 'Minami-ke Okawari', 'Mobile Suit Gundam 00']"
a-s216,Unforgotten,"['Fushigi Yuugi', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Kirarin☆Revolution', 'Space Cobra', 'Honoo no Toukyuuji: Dodge Danpei']"
a-s217,Undone,"['Mobile Suit Gundam SEED C.E.73: Stargazer', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Ojamajo Doremi Sharp Movie', 'Tenchi Muyou! Ryououki 3rd Season', 'Vampire Knight']"
a-s218,Undocument,"['Ginga Tetsudou no Yoru', 'Ojamajo Doremi Sharp Movie', 'Daicon Opening Animations', 'Mugen no Ryvius', 'Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou']"
a-s219,Underworld Scandal,"['Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey', 'Gravitation: Lyrics of Love', 'Musekinin Kanchou Tylor', 'Tenchi Muyou!', 'Bishoujo Senshi Sailor Moon S']"
a-s220,Underwater Tunes with Little Baby Bum,"['Uchuu Senkan Yamato', 'Pokemon Movie 03: Kesshoutou no Teiou Entei', 'Touch', 'Masuda Kousuke Gekijou Gag Manga Biyori', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden']"
a-s221,Underplayed,"['Seihou Bukyou Outlaw Star', 'Trinity Blood', 'Tenchi Muyou! in Love', 'Utawarerumono Specials', 'Minami-ke Okawari']"
a-s222,Underdogs,"['Giant Gorg', 'Tonari no Totoro', 'Paniponi Dash!', 'Captain Tsubasa', 'Kyou kara Ore wa!!']"
a-s223,Under Western Stars,"['Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin', 'One Piece Movie 4: Dead End no Bouken', 'Code Geass: Hangyaku no Lelouch Recaps', 'Darker than Black: Kuro no Keiyakusha', 'Kidou Keisatsu Patlabor the Movie']"
a-s224,Under the Power,"['Minami no Niji no Lucy', 'Motto! Ojamajo Doremi', 'City Hunter: Bay City Wars', 'Doraemon Movie 05: Nobita no Makai Daibouken', 'Evangelion: 3.0 You Can (Not) Redo']"
a-s225,Under the Boardwalk: The Monopoly Story,"['Tonari no Totoro', 'Ojamajo Doremi Na-i-sho', 'Rozen Maiden: Ouvertüre', 'Ai no Wakakusa Monogatari', 'Vandread']"
a-s226,Under Nevada Skies,"['UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku', 'Mermaid Melody Pichi Pichi Pitch Pure', 'Fushigi Yuugi', 'Bubblegum Crisis', 'Yawara! Special: Zutto Kimi no Koto ga... .']"
a-s227,Undeniable,"['HeatGuy J Special', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Mobile Suit Gundam SEED Destiny', 'Suzuka', 'Hello! Sandybell']"
a-s228,Uncle Tom,"['Shinreigari', 'Space Adventure Cobra', 'Doraemon Movie 10: Nobita no Nippon Tanjou', 'Doraemon Movie 23: Nobita to Robot Kingdom', ""Doraemon: Nobita's the Night Before a Wedding""]"
a-s229,Uncle Joe Shannon,"['Mushrambo', 'Lodoss-tou Senki', 'Kurogane no Linebarrels', 'Seirei no Moribito', 'Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!']"
a-s230,Uncle,"['Sentou Mecha Xabungle', 'Jin-Rou', 'Akazukin Chacha', 'Gokinjo Monogatari', 'Pita Ten']"
